年度,交付金,目標,目標名,指標群,指標,列番号,配点,北塩原村,全国平均,全国中央値,標準偏差,該当市町村数,該当率
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅰ）体制・取組指標群,3 / 医療・介護関係者間の情報共有 / ウ,279,5.0,5.0,3.813900057438254,,2.12689130870944,1328.0,0.7627800114876507
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅰ）体制・取組指標群,3 / 医療・介護関係者間の情報共有 / エ,280,5.0,5.0,3.6875358989086733,,2.199945110406887,1284.0,0.7375071797817346
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,1 / 入退院支援の実施状況 / ア / ①,281,2.0,2.0,1.3991958644457207,,0.9168656727184379,1218.0,0.6995979322228604
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,1 / 入退院支援の実施状況 / ア / ②,282,2.0,2.0,1.0120620333141872,,0.9999272510299574,881.0,0.5060310166570936
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,1 / 入退院支援の実施状況 / ア / ③,283,2.0,2.0,0.5996553704767376,,0.9163646531877371,522.0,0.2998276852383688
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,1 / 入退院支援の実施状況 / ア / ④,284,2.0,0.0,0.19988512349224583,,0.5998468007674803,174.0,0.09994256174612291
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,1 / 入退院支援の実施状況 / イ / ①,285,2.0,2.0,1.3991958644457207,,0.9168656727184379,1218.0,0.6995979322228604
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,1 / 入退院支援の実施状況 / イ / ②,286,2.0,0.0,0.9994256174612292,,0.9999998350423359,870.0,0.4997128087306146
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,1 / 入退院支援の実施状況 / イ / ③,287,2.0,0.0,0.5996553704767376,,0.9163646531877371,522.0,0.2998276852383688
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,1 / 入退院支援の実施状況 / イ / ④,288,2.0,0.0,0.19988512349224583,,0.5998468007674803,174.0,0.09994256174612291
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,2 / 人生の最終段階における支援の実施状況 / ア / ①,289,2.0,0.0,1.3991958644457207,,0.9168656727184379,1218.0,0.6995979322228604
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,2 / 人生の最終段階における支援の実施状況 / ア / ②,290,2.0,0.0,0.9994256174612292,,0.9999998350423359,870.0,0.4997128087306146
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,2 / 人生の最終段階における支援の実施状況 / ア / ③,291,2.0,0.0,0.5996553704767376,,0.9163646531877371,522.0,0.2998276852383688
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,2 / 人生の最終段階における支援の実施状況 / ア / ④,292,2.0,0.0,0.19988512349224583,,0.5998468007674803,174.0,0.09994256174612291
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,2 / 人生の最終段階における支援の実施状況 / イ / ①,293,2.0,0.0,1.3991958644457207,,0.9168656727184379,1218.0,0.6995979322228604
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,2 / 人生の最終段階における支援の実施状況 / イ / ②,294,2.0,0.0,0.9994256174612292,,0.9999998350423359,870.0,0.4997128087306146
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,2 / 人生の最終段階における支援の実施状況 / イ / ③,295,2.0,0.0,0.5996553704767376,,0.9163646531877371,522.0,0.2998276852383688
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,（ⅱ）活動指標群,2 / 人生の最終段階における支援の実施状況 / イ / ④,296,2.0,0.0,0.19988512349224583,,0.5998468007674803,174.0,0.09994256174612291
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,,Ⅲ（ⅰ） 計,297,68.0,41.0,53.30499712808731,58.0,16.722539734339477,,
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,,Ⅲ（ⅱ） 計,298,32.0,8.0,12.80528431935669,14.0,6.786943549787084,,
令和7年度,支援交付金,目標Ⅲ,在宅医療・在宅介護連携の体制を構築する,,Ⅲ 合計,299,100.0,49.0,66.110281447444,71.0,19.333804442850873,,
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / ア / ①,300,5.0,5.0,2.1022400919012063,,2.468154585010679,732.0,0.42044801838024126
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / ア / ②,301,5.0,0.0,1.665709362435382,,2.3566839270619266,580.0,0.3331418724870764
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / ア / ③,302,5.0,0.0,1.1975875933371625,,2.1339451546304358,417.0,0.2395175186674325
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / ア / ④,303,5.0,0.0,0.456634118322803,,1.4403665761178892,159.0,0.0913268236645606
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / イ / ①,304,5.0,0.0,1.9557725445146468,,2.440044359575444,681.0,0.39115450890292935
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / イ / ②,305,5.0,0.0,1.5967834577828834,,2.3311370354111225,556.0,0.3193566915565767
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / イ / ③,306,5.0,0.0,1.1487650775416427,,2.1033697212637055,400.0,0.22975301550832855
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,1 / 短期的な要介護度の変化（要介護１・２） / イ / ④,307,5.0,0.0,0.44514646754738657,,1.423930110703126,155.0,0.08902929350947732
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,2 / 長期的な要介護度の変化（要介護１・２） / ア,308,5.0,5.0,3.497989661114302,,2.2921641817960947,1218.0,0.6995979322228604
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,2 / 長期的な要介護度の変化（要介護１・２） / イ,309,5.0,5.0,2.498564043653073,,2.49999958760584,870.0,0.4997128087306146
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,2 / 長期的な要介護度の変化（要介護１・２） / ウ,310,5.0,5.0,1.4991384261918437,,2.2909116329693426,522.0,0.2998276852383688
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,2 / 長期的な要介護度の変化（要介護１・２） / エ,311,5.0,5.0,0.4997128087306146,,1.499617001918701,174.0,0.09994256174612291
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ①,312,5.0,5.0,2.1367030442274553,,2.4734622135634905,744.0,0.4273406088454911
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ②,313,5.0,5.0,1.6025272831705917,,2.3333543928316676,558.0,0.32050545663411834
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ③,314,5.0,5.0,1.0712234348075818,,2.0514866625832484,373.0,0.21424468696151636
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / ア / ④,315,5.0,5.0,0.39632395175186674,,1.350757966486638,138.0,0.07926479035037334
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ①,316,5.0,0.0,1.9012062033314188,,2.4272301063292754,662.0,0.38024124066628373
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ②,317,5.0,0.0,1.4847788627225733,,2.2845844353897555,517.0,0.29695577254451466
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ③,318,5.0,0.0,1.025272831705916,,2.0187074525783357,357.0,0.20505456634118321
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,3 / 短期的な要介護度の変化（要介護３～５） / イ / ④,319,5.0,0.0,0.35324526134405515,,1.2811885466465291,123.0,0.07064905226881103
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / ア,320,5.0,5.0,3.497989661114302,,2.2921641817960947,1218.0,0.6995979322228604
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / イ,321,5.0,0.0,2.498564043653073,,2.49999958760584,870.0,0.4997128087306146
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / ウ,322,5.0,0.0,1.4991384261918437,,2.2909116329693426,522.0,0.2998276852383688
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,4 / 長期的な要介護度の変化（要介護３～５） / エ,323,5.0,0.0,0.4997128087306146,,1.499617001918701,174.0,0.09994256174612291
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / ア / ①,324,5.0,0.0,2.09075244112579,,2.466275823089441,728.0,0.41815048822515793
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / ア / ②,325,5.0,0.0,1.72027570361861,,2.375295775610386,599.0,0.344055140723722
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / ア / ③,326,5.0,0.0,1.1746122917863298,,2.119751736151221,409.0,0.23492245835726594
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / ア / ④,327,5.0,0.0,0.4365307294658242,,1.411415803213623,152.0,0.08730614589316485
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / イ / ①,328,5.0,5.0,2.317633543940264,,2.49333962301653,807.0,0.46352670878805285
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / イ / ②,329,5.0,5.0,1.8925904652498564,,2.4250883812955384,659.0,0.3785180930499713
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / イ / ③,330,5.0,5.0,1.2320505456634119,,2.1546007011155335,429.0,0.24641010913268235
令和7年度,支援交付金,目標Ⅳ,高齢者がその状況に応じて可能な限り自立した日常生活を営む,成果指標群,5 / 健康寿命延伸の状況 / イ / ④,331,5.0,5.0,0.44514646754738657,,1.423930110703126,155.0,0.08902929350947732
令和7年度,支援交付金,,,,Ⅳ 合計,332,100.0,70.0,47.84032165422171,50.0,16.326641548412773,,
令和7年度,支援交付金,,,,支援合計,333,400.0,184.0,215.7398047099368,221.0,45.33101897987663,,
令和7年度,推進交付金,,,,推進・支援合計,334,800.0,339.0,434.9879379666858,446.0,92.32718693156285,,
令和8年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,1 / 地域の介護保険事業の特徴 / ア,15,4.0,4.0,3.9080987937966687,,0.5992987511347728,1701.0,0.9770246984491672
令和8年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,1 / 地域の介護保険事業の特徴 / イ,16,4.0,4.0,3.8828259620907524,,0.674511969113249,1690.0,0.9707064905226881
令和8年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,1 / 地域の介護保険事業の特徴 / ウ,17,4.0,4.0,3.8598506605399194,,0.7354967848258922,1680.0,0.9649626651349799
